sample_id,predicted_label,feature,shap_value
7,NO,max_glu_serum,0.0
7,NO,A1Cresult,0.00030884270866710084
7,NO,metformin,-0.0003176108002662566
7,NO,repaglinide,0.0
7,NO,nateglinide,0.0
7,NO,chlorpropamide,0.0
7,NO,glimepiride,0.00020079645845622976
7,NO,acetohexamide,0.0
7,NO,glipizide,0.0
7,NO,glyburide,-0.0001226291060447878
7,NO,tolbutamide,0.0
7,NO,pioglitazone,0.0001026690006255826
7,NO,rosiglitazone,0.0
7,NO,acarbose,0.0
7,NO,miglitol,0.0
7,NO,tolazamide,0.0
7,NO,insulin,-0.0002852653463681169
7,NO,glyburide-metformin,0.0
7,NO,change,-0.00012149703171517497
7,NO,diabetesMed,0.00579779988361732
7,NO,age_mid,-0.0003026312010155722
7,NO,weight_mid,2.5699949926775528e-05
7,NO,weight_missing_flag,0.00043100905087260316
7,NO,is_missing__race,-0.0008266961408985677
7,NO,is_missing__payer_code,-0.00015159178939131804
7,NO,is_missing__medical_specialty,-6.641944249469178e-05
7,NO,is_missing__diag_1,0.0
7,NO,is_missing__diag_2,0.0
7,NO,is_missing__diag_3,0.0
7,NO,is_missing__max_glu_serum,0.0
7,NO,is_missing__A1Cresult,0.0005098030798964907
7,NO,weight_observed,0.0004306199649969737
7,NO,max_glu_serum_observed,0.0
7,NO,A1Cresult_observed,0.0002251567525995979
7,NO,diag_1_group,-0.000846296341882787
7,NO,diag_2_group,0.0002624736064010443
7,NO,diag_3_group,-0.00041720064149963765
7,NO,diag_group_unique_count,0.001690703133742033
7,NO,has_diabetes_diag,0.0011527372731102714
7,NO,has_circulatory_diag,0.0008165209243694941
7,NO,has_respiratory_diag,-0.0004399247053596585
7,NO,has_digestive_diag,0.0002044414480527057
7,NO,total_utilization,-0.007682741102245112
7,NO,acute_utilization,-0.007033467913667324
7,NO,emergency_inpatient_ratio,-0.004323296662833949
7,NO,is_high_utilizer,-0.004055361573894818
7,NO,treatment_intensity,0.00012184638116093567
7,NO,lab_proc_ratio,-0.0008542030635807496
7,NO,med_lab_ratio,0.0014977409607834409
7,NO,lab_per_day,-0.0025775122145811715
7,NO,medications_per_day,-0.0023880083527829665
7,NO,diagnoses_per_day,-0.0010109218872255687
7,NO,long_stay_flag,0.0002253206653727302
7,NO,very_long_stay_flag,0.0001591096321741555
7,NO,complexity_index,0.0004790994442171274
7,NO,med_up_count,0.00034862053063178244
7,NO,med_down_count,-6.852236886817353e-05
7,NO,med_steady_count,0.0005444383455647425
7,NO,med_no_count,0.002118022698495111
7,NO,med_changed_count,-1.5500725971340223e-05
7,NO,any_med_change_flag,3.223535087372905e-05
7,NO,on_insulin_flag,-0.0012399111356999892
7,NO,insulin_changed_flag,0.0003255359414550685
7,NO,pca_component_1,-0.0002237196183867233
7,NO,pca_component_2,-0.007445769384503337
7,NO,pca_component_3,0.00012835715379980184
7,NO,pca_component_4,-0.0012382409638828824
7,NO,pca_component_5,0.00032336161368421806
7,NO,pca_component_6,0.00019135781460336934
7,NO,pca_component_7,0.0022081066336896993
7,NO,pca_component_8,0.0004611156053013395
7,NO,pca_cluster,-0.00021163415577679645
16,NO,encounter_id,-0.03586966999702984
16,NO,patient_nbr,0.02522383878628413
16,NO,race,-0.000969609038697361
16,NO,gender,0.0026654317561123166
16,NO,age,-0.003860292542311868
16,NO,weight,0.0013117765386899312
16,NO,admission_type_id,0.0009980133424202602
16,NO,discharge_disposition_id,-0.01834003710084492
16,NO,admission_source_id,-0.002446027265654682
16,NO,time_in_hospital,-0.0016380211131440208
16,NO,payer_code,3.7768855690956116e-05
16,NO,medical_specialty,0.00569718413882786
16,NO,num_lab_procedures,0.0009197681728336607
16,NO,num_procedures,-0.00028984207246037413
16,NO,num_medications,0.007251817733049355
16,NO,number_outpatient,0.0005829313562975927
16,NO,number_emergency,0.0
16,NO,number_inpatient,0.002239503173364521
16,NO,diag_1,0.0
16,NO,diag_2,0.0010752284692393717
16,NO,diag_3,0.0
16,NO,number_diagnoses,0.0051577310595247354
16,NO,max_glu_serum,0.0
16,NO,A1Cresult,-8.71902124749413e-05
16,NO,metformin,-0.0007114362799459281
16,NO,repaglinide,0.0
16,NO,nateglinide,0.0
16,NO,chlorpropamide,0.0
16,NO,glimepiride,0.00011306007703143495
16,NO,acetohexamide,0.0
16,NO,glipizide,0.0
16,NO,glyburide,-4.6872430377561024e-05
16,NO,tolbutamide,0.0
16,NO,pioglitazone,5.4090180330812476e-05
16,NO,rosiglitazone,0.0
16,NO,acarbose,0.0
16,NO,miglitol,0.0
16,NO,tolazamide,0.0
16,NO,insulin,0.0002303562230533777
16,NO,glyburide-metformin,0.0
16,NO,change,-0.00019477535453107006
16,NO,diabetesMed,-0.0031511752555767694
16,NO,age_mid,-0.004304030082292039
16,NO,weight_mid,-6.68176346355076e-05
16,NO,weight_missing_flag,0.0009739622473716736
16,NO,is_missing__race,-0.0016718366079860325
16,NO,is_missing__payer_code,-0.001405382321940522
16,NO,is_missing__medical_specialty,-1.2972702582640197e-05
16,NO,is_missing__diag_1,0.0
16,NO,is_missing__diag_2,0.0
16,NO,is_missing__diag_3,0.0
16,NO,is_missing__max_glu_serum,0.0
16,NO,is_missing__A1Cresult,0.00025730228258504423
16,NO,weight_observed,0.0006906868269046518
16,NO,max_glu_serum_observed,0.0
16,NO,A1Cresult_observed,0.000166981170574824
16,NO,diag_1_group,0.001970465398497064
16,NO,diag_2_group,-0.0015198671155506143
16,NO,diag_3_group,0.000528919407063085
16,NO,diag_group_unique_count,-0.0005543743156724382
16,NO,has_diabetes_diag,-0.004166409994165121
16,NO,has_circulatory_diag,0.0016100661208232243
16,NO,has_respiratory_diag,0.0003676927751964931
16,NO,has_digestive_diag,0.00011256751086978027
16,NO,total_utilization,0.003211730056338865
16,NO,acute_utilization,0.0028748626096381327
16,NO,emergency_inpatient_ratio,0.005615069427424031
16,NO,is_high_utilizer,0.000486768782138806
16,NO,treatment_intensity,0.0006707047836647847
16,NO,lab_proc_ratio,-0.0012227520346641356
16,NO,med_lab_ratio,0.006445771911078054
16,NO,lab_per_day,0.0001482988397280375
16,NO,medications_per_day,0.001250889566209575
16,NO,diagnoses_per_day,0.0018350047369798024
16,NO,long_stay_flag,-0.0015635130306085137
16,NO,very_long_stay_flag,-5.775317549707356e-05
16,NO,complexity_index,-0.0011238267438279381
16,NO,med_up_count,0.00031278779109320903
16,NO,med_down_count,-0.0003268859452671413
16,NO,med_steady_count,-0.000809365469548425
16,NO,med_no_count,-0.0011838003993034547
16,NO,med_changed_count,-0.00020435907774501993
16,NO,any_med_change_flag,0.00029960233304232586
16,NO,on_insulin_flag,0.00047227326366638955
16,NO,insulin_changed_flag,0.0004185177385807222
16,NO,pca_component_1,-0.0021250289347436815
16,NO,pca_component_2,0.002288114486469169
16,NO,pca_component_3,-8.538158403514906e-06
16,NO,pca_component_4,0.0002955589443445021
16,NO,pca_component_5,0.000734976182381312
16,NO,pca_component_6,0.0011598821729421431
16,NO,pca_component_7,-0.0002260241243574231
16,NO,pca_component_8,0.0003268311007155374
16,NO,pca_cluster,0.0010818143685658959
18,NO,encounter_id,-0.047880845558312214
18,NO,patient_nbr,0.019844803338249544
18,NO,race,-0.005963730936249079
18,NO,gender,-0.0019258475965923856
18,NO,age,0.0038863393581575756
18,NO,weight,0.0013372687002023247
18,NO,admission_type_id,0.00047025105191600414
18,NO,discharge_disposition_id,-0.018811046870218395
18,NO,admission_source_id,-0.002810750777522686
18,NO,time_in_hospital,-0.0010471039762099583
18,NO,payer_code,0.001144765151871563
18,NO,medical_specialty,0.004379608978827758
18,NO,num_lab_procedures,0.0014067834450139
18,NO,num_procedures,0.0011924273437923978
18,NO,num_medications,-0.00713812994460263
18,NO,number_outpatient,0.0004148899267116997
18,NO,number_emergency,0.0
18,NO,number_inpatient,0.004122068691584786
18,NO,diag_1,0.0
18,NO,diag_2,-0.011949035442537745
18,NO,diag_3,0.0
18,NO,number_diagnoses,-0.005866326805618068
18,NO,max_glu_serum,0.0
18,NO,A1Cresult,-0.002683794332875152
18,NO,metformin,0.00837772194710044
18,NO,repaglinide,0.0
18,NO,nateglinide,0.0
18,NO,chlorpropamide,0.0
18,NO,glimepiride,0.0006432142108678632
18,NO,acetohexamide,0.0
18,NO,glipizide,0.0
18,NO,glyburide,-0.00024544820189476013
18,NO,tolbutamide,0.0
18,NO,pioglitazone,1.1060179935536615e-05
18,NO,rosiglitazone,0.0
18,NO,acarbose,0.0
18,NO,miglitol,0.0
18,NO,tolazamide,0.0
18,NO,insulin,-0.0037595635900895172
18,NO,glyburide-metformin,0.0
18,NO,change,0.0015614581190877368
18,NO,diabetesMed,-0.0027296832866139007
18,NO,age_mid,-0.0007243967718548183
18,NO,weight_mid,-3.5454001691600144e-05
18,NO,weight_missing_flag,0.0010875707699192956
18,NO,is_missing__race,-0.0024360145131746926
18,NO,is_missing__payer_code,-0.0004943321562475752
18,NO,is_missing__medical_specialty,-0.00021139325367082926
18,NO,is_missing__diag_1,0.0
18,NO,is_missing__diag_2,0.0
18,NO,is_missing__diag_3,0.0
18,NO,is_missing__max_glu_serum,0.0
18,NO,is_missing__A1Cresult,-0.0008500663356648489
18,NO,weight_observed,0.0012014274381929035
18,NO,max_glu_serum_observed,0.0
18,NO,A1Cresult_observed,-0.0019109671314557393
18,NO,diag_1_group,-0.00019963023563226065
18,NO,diag_2_group,-0.0011875018891361333
18,NO,diag_3_group,-0.0007863371736473631
18,NO,diag_group_unique_count,0.0016607793254984626
18,NO,has_diabetes_diag,-0.003171521756384114
18,NO,has_circulatory_diag,-0.00222859428160721
18,NO,has_respiratory_diag,0.00015747795502344766
18,NO,has_digestive_diag,4.4289769397853895e-05
18,NO,total_utilization,0.00545534388058716
18,NO,acute_utilization,0.0028553491251336327
18,NO,emergency_inpatient_ratio,0.005185795947909355
18,NO,is_high_utilizer,7.08423968818576e-05
18,NO,treatment_intensity,-0.0008482970297336393
18,NO,lab_proc_ratio,0.0009420787294705709
18,NO,med_lab_ratio,-0.0026725319524605884
18,NO,lab_per_day,0.00022578425705432892
18,NO,medications_per_day,-0.0007578745070431029
18,NO,diagnoses_per_day,0.0009225499298837573
18,NO,long_stay_flag,-0.0027277657969130287
18,NO,very_long_stay_flag,0.00022713136341836102
18,NO,complexity_index,-0.0022122961365514393
18,NO,med_up_count,-0.0014554719544119614
18,NO,med_down_count,0.0011583550108803704
18,NO,med_steady_count,-0.00028347141212888466
18,NO,med_no_count,-0.00032281544473433677
18,NO,med_changed_count,0.0005531031638384235
18,NO,any_med_change_flag,-0.0004931797997819176
18,NO,on_insulin_flag,0.0016293403589063098
18,NO,insulin_changed_flag,-0.0022421437833043956
18,NO,pca_component_1,-0.006097595724794587
18,NO,pca_component_2,0.003323407222827257
18,NO,pca_component_3,0.0025950866854853225
18,NO,pca_component_4,0.0015696212649345582
18,NO,pca_component_5,-0.0002575874742534179
18,NO,pca_component_6,-0.00036924001243382465
18,NO,pca_component_7,-0.0013994119233555018
18,NO,pca_component_8,-0.0016907670845588048
18,NO,pca_cluster,0.0003680584745274773
